Target,Source,p
CTBP1,RBPJL,0.8
CTBP1,TCF7,0.8
CTBP1,TCF7L1,0.8
CTBP1,TCF7L2,0.8
CTBP1,MECOM,0.8
CTBP1,LEF1,0.8
CTNNB1,TCF7L1,0.8
CTNNB1,TCF7L2,0.8
CTNNB1,TJP1,0.8
CTNNB1,EGFR,0.8
CTNNB1,CTNNBIP1,0.8
CTNNB1,CTNNB1,0.8
CTNNB1,CTNNA3,0.8
CTNNB1,CTNNA2,0.8
CTNNB1,CTNNA1,0.8
CTNNB1,CCND3,0.8
CTNNB1,CCND2,0.8
CTNNB1,CCND1,0.8
CTNNB1,CSNK2B,0.8
CTNNB1,CSNK2A2,0.8
CTNNB1,CSNK2A1,0.8
CTNNB1,CSNK1A1,0.8
CTNNB1,FER,0.8
CTNNB1,CHD8,0.8
CTNNB1,CDH5,0.8
CTNNB1,CDH1,0.8
CTNNB1,BTRC,0.8
CTNNB1,CREBBP,0.8
CTNNB1,FYN,0.8
CTNNB1,GSK3B,0.8
CTNNB1,IGF1R,0.8
CTNNB1,IQGAP1,0.8
CTNNB1,LEF1,0.8
CTNNB1,MET,0.8
CTNNB1,PECAM1,0.8
CTNNB1,PRKACA,0.8
CTNNB1,PRKACB,0.8
CTNNB1,PRKACG,0.8
CTNNB1,PRKX,0.8
CTNNB1,PSEN1,0.8
CTNNB1,PTPN1,0.8
CTNNB1,PTPRB,0.8
CTNNB1,PTPRF,0.8
CTNNB1,PTPRM,0.8
CTNNB1,RUVBL1,0.8
CTNNB1,SRC,0.8
CTNNB1,TBL1X,0.8
CTNNB1,TBL1XR1,0.8
CTNNB1,TBL1Y,0.8
CTNNB1,TCF7,0.8
CTNNB1,AXIN1,0.8
CTNNB1,APC2,0.8
CTNNB1,APC,0.8
CTNNB1,ACP1,0.8
CTNNB1,EP300,0.8
CTNNB1,ERBB2,0.8
CTNNB1,FBXW11,0.8
CTNNBIP1,CTNNB1,0.8
DAXX,FAS,0.8
DAXX,TGFBR1,0.8
DAXX,MAP3K5,0.8
DAXX,TNFRSF1B,0.8
DAXX,TNFRSF1A,0.8
DAXX,TGFBR2,0.8
DDIT3,BCL2,0.8
DDIT3,XBP1,0.8
DDIT3,MAPK11,0.8
DDIT3,MAPK12,0.8
DDIT3,MAPK13,0.8
DDIT3,MAPK14,0.8
DDIT3,ATF4,0.8
DDIT3,ATF6,0.8
DDIT3,ATF6B,0.8
DDIT3,NFE2L2,0.8
E2F1,CCDC93,0.8
E2F1,ACSL1,0.8
E2F1,ACSM5,0.8
E2F1,ACTR2,0.8
E2F1,ACTR5,0.8
E2F1,ADA,0.8
E2F1,ADAM8,0.8
E2F1,ADD3,0.8
E2F1,ADH6,0.8
E2F1,AGER,0.8
E2F1,AGPAT4,0.8
E2F1,ALDH1A1,0.8
E2F1,ALG12,0.8
E2F1,ALKBH4,0.8
E2F1,ALOX5AP,0.8
E2F1,AMPD3,0.8
E2F1,ANKRD26,0.8
E2F1,ANXA13,0.8
E2F1,AP1B1,0.8
E2F1,BRD2,0.8
E2F1,CBX5,0.8
E2F1,CCNE1,0.8
E2F1,CDC25A,0.8
E2F1,DUSP4,0.8
E2F1,E2F1,0.8
E2F1,E2F3,0.8
E2F1,MCM3,0.8
E2F1,MCM5,0.8
E2F1,PCNA,0.8
E2F1,POLA2,0.8
E2F1,RAD51,0.8
E2F1,RB1,0.8
E2F1,RBL1,0.8
E2F1,UNG,0.8
E2F1,ZNF654,0.8
E2F1,ZNF614,0.8
E2F1,ZNF292,0.8
E2F1,ZNF268,0.8
E2F1,ZNF26,0.8
E2F1,ZNF165,0.8
E2F1,ZMYM5,0.8
E2F1,ZMYM2,0.8
E2F1,ZMYM1,0.8
E2F1,ZKSCAN5,0.8
E2F1,ZFC3H1,0.8
E2F1,ZCCHC8,0.8
E2F1,ZC3H7A,0.8
E2F1,YME1L1,0.8
E2F1,YIPF1,0.8
E2F1,XPNPEP1,0.8
E2F1,WNT1,0.8
E2F1,WDR45,0.8
E2F1,WDR3,0.8
E2F1,WDR25,0.8
E2F1,WBP4,0.8
E2F1,WBP1L,0.8
E2F1,VPS4A,0.8
E2F1,UTRN,0.8
E2F1,USP1,0.8
E2F1,UQCRB,0.8
E2F1,UPF3B,0.8
E2F1,UNC119,0.8
E2F1,UMPS,0.8
E2F1,UBP1,0.8
E2F1,UBN1,0.8
E2F1,TXNL1,0.8
E2F1,TXNDC15,0.8
E2F1,TUBA4A,0.8
E2F1,TST,0.8
E2F1,TSPAN6,0.8
E2F1,TSC1,0.8
E2F1,TRRAP,0.8
E2F1,TRPM2,0.8
E2F1,TRPC7,0.8
E2F1,TRIT1,0.8
E2F1,TRIM45,0.8
E2F1,TPRKB,0.8
E2F1,TP73,0.8
E2F1,TOR1B,0.8
E2F1,TOP2A,0.8
E2F1,TOP1,0.8
E2F1,TMOD3,0.8
E2F1,TMEM47,0.8
E2F1,TMEM186,0.8
E2F1,TMEM132A,0.8
E2F1,TK1,0.8
E2F1,TIMP1,0.8
E2F1,THOC6,0.8
E2F1,THOC5,0.8
E2F1,TGFB2,0.8
E2F1,TFIP11,0.8
E2F1,TBCC,0.8
E2F1,TBC1D16,0.8
E2F1,TAF6,0.8
E2F1,TAF5L,0.8
E2F1,TAF1C,0.8
E2F1,SULT1A2,0.8
E2F1,SUCLG1,0.8
E2F1,STX3,0.8
E2F1,STX11,0.8
E2F1,STK4,0.8
E2F1,STARD13,0.8
E2F1,STAM,0.8
E2F1,ST6GALNAC2,0.8
E2F1,ST13,0.8
E2F1,SSTR1,0.8
E2F1,SSR4,0.8
E2F1,SSFA2,0.8
E2F1,SPOCK1,0.8
E2F1,SPG21,0.8
E2F1,SPCS1,0.8
E2F1,SP110,0.8
E2F1,SOCS2,0.8
E2F1,SNTB2,0.8
E2F1,SLC7A9,0.8
E2F1,SLC3A2,0.8
E2F1,SLC2A3,0.8
E2F1,SLC28A1,0.8
E2F1,SLC15A1,0.8
E2F1,SIRPA,0.8
E2F1,SH3GLB1,0.8
E2F1,SGSH,0.8
E2F1,SERPINE1,0.8
E2F1,SECISBP2,0.8
E2F1,SEC63,0.8
E2F1,SCG3,0.8
E2F1,SCARF1,0.8
E2F1,SAV1,0.8
E2F1,SAFB2,0.8
E2F1,RXRG,0.8
E2F1,RUVBL2,0.8
E2F1,RTN2,0.8
E2F1,RPS6KB1,0.8
E2F1,RPL31,0.8
E2F1,RPL10A,0.8
E2F1,RPA3,0.8
E2F1,RNF128,0.8
E2F1,RFC4,0.8
E2F1,RFC2,0.8
E2F1,RECK,0.8
E2F1,RDH16,0.8
E2F1,RBP3,0.8
E2F1,RASSF8,0.8
E2F1,RANGRF,0.8
E2F1,RALGDS,0.8
E2F1,RAD54L,0.8
E2F1,RAD52,0.8
E2F1,PWP2,0.8
E2F1,PUS3,0.8
E2F1,PTPRC,0.8
E2F1,PTPN7,0.8
E2F1,PTPN6,0.8
E2F1,PTGER2,0.8
E2F1,PSMC6,0.8
E2F1,PSMA4,0.8
E2F1,PRKAR1A,0.8
E2F1,PRKACA,0.8
E2F1,PRIM2,0.8
E2F1,PRDM2,0.8
E2F1,PRDM1,0.8
E2F1,PPP2R2D,0.8
E2F1,POU3F2,0.8
E2F1,POU2AF1,0.8
E2F1,POLR3F,0.8
E2F1,POLR2C,0.8
E2F1,PLEKHF2,0.8
E2F1,PLEKHB1,0.8
E2F1,PLAUR,0.8
E2F1,PLAU,0.8
E2F1,PIK3R5,0.8
E2F1,PIH1D1,0.8
E2F1,PIGB,0.8
E2F1,PHLDB1,0.8
E2F1,PFN2,0.8
E2F1,PFDN5,0.8
E2F1,PFAS,0.8
E2F1,PEX5,0.8
E2F1,PES1,0.8
E2F1,PEF1,0.8
E2F1,PDZK1IP1,0.8
E2F1,PDXK,0.8
E2F1,PDPN,0.8
E2F1,PCOLCE,0.8
E2F1,PAX2,0.8
E2F1,PAPPA,0.8
E2F1,PALB2,0.8
E2F1,P2RY4,0.8
E2F1,OXTR,0.8
E2F1,OPN3,0.8
E2F1,OLFML3,0.8
E2F1,OLFML1,0.8
E2F1,OCA2,0.8
E2F1,OAS2,0.8
E2F1,NUPR1,0.8
E2F1,NUDT4,0.8
E2F1,NT5DC3,0.8
E2F1,NPTX2,0.8
E2F1,NPPA,0.8
E2F1,NOL9,0.8
E2F1,NOL3,0.8
E2F1,NIPSNAP1,0.8
E2F1,NIP7,0.8
E2F1,NEK4,0.8
E2F1,NEK2,0.8
E2F1,NDUFV1,0.8
E2F1,NDUFAB1,0.8
E2F1,NDUFA7,0.8
E2F1,NDUFA1,0.8
E2F1,NDRG4,0.8
E2F1,NCOA4,0.8
E2F1,NCL,0.8
E2F1,NAIP,0.8
E2F1,NAGK,0.8
E2F1,MYH6,0.8
E2F1,MXI1,0.8
E2F1,WRAP73,0.8
E2F1,WDR76,0.8
E2F1,VCP,0.8
E2F1,USPL1,0.8
E2F1,TRIP12,0.8
E2F1,TMX2,0.8
E2F1,TAF11,0.8
E2F1,SYNE2,0.8
E2F1,SUZ12,0.8
E2F1,SUGP2,0.8
E2F1,SRSF8,0.8
E2F1,SMC4,0.8
E2F1,SEZ6L2,0.8
E2F1,SEPHS1,0.8
E2F1,SCN8A,0.8
E2F1,RTN4,0.8
E2F1,RRM1,0.8
E2F1,RFC3,0.8
E2F1,RAB40C,0.8
E2F1,PRRG3,0.8
E2F1,PRKDC,0.8
E2F1,PPAT,0.8
E2F1,POLE2,0.8
E2F1,PEG3,0.8
E2F1,PDIA3,0.8
E2F1,PDE8A,0.8
E2F1,NDUFC1,0.8
E2F1,NDC80,0.8
E2F1,N4BP2L1,0.8
E2F1,N4BP1,0.8
E2F1,MYB,0.8
E2F1,MUM1,0.8
E2F1,MTHFD1,0.8
E2F1,MSH2,0.8
E2F1,MPPED2,0.8
E2F1,MMP15,0.8
E2F1,MCM9,0.8
E2F1,LPAR2,0.8
E2F1,LOC81691,0.8
E2F1,HOXB9,0.8
E2F1,HLTF,0.8
E2F1,HIVEP1,0.8
E2F1,HAT1,0.8
E2F1,GPX4,0.8
E2F1,EXOSC9,0.8
E2F1,ERH,0.8
E2F1,DUT,0.8
E2F1,DOCK9,0.8
E2F1,DCTN3,0.8
E2F1,DBF4,0.8
E2F1,CLIP1,0.8
E2F1,CDK1,0.8
E2F1,CDC45,0.8
E2F1,CCP110,0.8
E2F1,CCNE2,0.8
E2F1,CCND1,0.8
E2F1,CBS,0.8
E2F1,ATP5F1,0.8
E2F1,ARMC4,0.8
E2F1,ARHGEF17,0.8
E2F1,ANKRD27,0.8
E2F1,ADAMTS1,0.8
E2F1,MUT,0.8
E2F1,MT1X,0.8
E2F1,MRPL42,0.8
E2F1,MRPL40,0.8
E2F1,MRPL3,0.8
E2F1,MRAS,0.8
E2F1,MPST,0.8
E2F1,MPO,0.8
E2F1,MPHOSPH10,0.8
E2F1,MPG,0.8
E2F1,MOSPD3,0.8
E2F1,MMP14,0.8
E2F1,MLH1,0.8
E2F1,MIPEP,0.8
E2F1,MED17,0.8
E2F1,MAPRE1,0.8
E2F1,MAPK6,0.8
E2F1,MAP4K5,0.8
E2F1,MAP3K14,0.8
E2F1,MAP2K6,0.8
E2F1,MAP1A,0.8
E2F1,MAGEF1,0.8
E2F1,MAGEC3,0.8
E2F1,M6PR,0.8
E2F1,LRRN2,0.8
E2F1,LPGAT1,0.8
E2F1,LOXL1,0.8
E2F1,LOC51145,0.8
E2F1,LMO1,0.8
E2F1,LIPC,0.8
E2F1,LBR,0.8
E2F1,KRT75,0.8
E2F1,KRT6A,0.8
E2F1,KRT31,0.8
E2F1,KLK3,0.8
E2F1,KLHL29,0.8
E2F1,KLF10,0.8
E2F1,KISS1,0.8
E2F1,KIF24,0.8
E2F1,KDM4C,0.8
E2F1,KCNK10,0.8
E2F1,KCNJ2,0.8
E2F1,KCNJ16,0.8
E2F1,KCNC4,0.8
E2F1,JRK,0.8
E2F1,JPH2,0.8
E2F1,ITIH1,0.8
E2F1,ITGAL,0.8
E2F1,IQCK,0.8
E2F1,INHBE,0.8
E2F1,IL1B,0.8
E2F1,IL1A,0.8
E2F1,IL12RB1,0.8
E2F1,IL10,0.8
E2F1,IKZF1,0.8
E2F1,IER3,0.8
E2F1,ID3,0.8
E2F1,IAPP,0.8
E2F1,HUNK,0.8
E2F1,HTR1F,0.8
E2F1,HSPD1,0.8
E2F1,HSPA14,0.8
E2F1,HPS4,0.8
E2F1,HOXB8,0.8
E2F1,HMGN4,0.8
E2F1,HMGB1,0.8
E2F1,HK1,0.8
E2F1,HIST3H3,0.8
E2F1,HIST1H3A,0.8
E2F1,HIST1H2BL,0.8
E2F1,HIST1H2AE,0.8
E2F1,HFE,0.8
E2F1,HERPUD1,0.8
E2F1,HBZ,0.8
E2F1,HBE1,0.8
E2F1,GSTM2,0.8
E2F1,GRIK5,0.8
E2F1,GRIA4,0.8
E2F1,GRAMD4,0.8
E2F1,GPX3,0.8
E2F1,GPX2,0.8
E2F1,GPD2,0.8
E2F1,GNAI1,0.8
E2F1,GJC1,0.8
E2F1,GINS3,0.8
E2F1,GGT5,0.8
E2F1,GDI2,0.8
E2F1,GCLM,0.8
E2F1,GCHFR,0.8
E2F1,GATA3,0.8
E2F1,GALNT2,0.8
E2F1,GALK2,0.8
E2F1,GALC,0.8
E2F1,FPR1,0.8
E2F1,FOXA2,0.8
E2F1,FHIT,0.8
E2F1,FH,0.8
E2F1,FGG,0.8
E2F1,FEN1,0.8
E2F1,FAM184A,0.8
E2F1,FAIM,0.8
E2F1,ERCC8,0.8
E2F1,ENPEP,0.8
E2F1,ENAH,0.8
E2F1,EN1,0.8
E2F1,EIF4A3,0.8
E2F1,EIF3J,0.8
E2F1,EIF3A,0.8
E2F1,EID1,0.8
E2F1,EGFR,0.8
E2F1,EGF,0.8
E2F1,EDN1,0.8
E2F1,EDIL3,0.8
E2F1,DYNC2H1,0.8
E2F1,DYNC1I2,0.8
E2F1,DUSP11,0.8
E2F1,DPH5,0.8
E2F1,DPH2,0.8
E2F1,DPF2,0.8
E2F1,DOCK10,0.8
E2F1,DNAAF2,0.8
E2F1,DIRAS2,0.8
E2F1,DHRS2,0.8
E2F1,1-Dec,0.8
E2F1,DDO,0.8
E2F1,DDIT4,0.8
E2F1,DCLRE1C,0.8
E2F1,CYR61,0.8
E2F1,CYC1,0.8
E2F1,CXorf57,0.8
E2F1,CXCR4,0.8
E2F1,CX3CL1,0.8
E2F1,CUZD1,0.8
E2F1,CUL5,0.8
E2F1,CTBS,0.8
E2F1,CSRNP3,0.8
E2F1,CRYBG3,0.8
E2F1,CPT1A,0.8
E2F1,COX6A2,0.8
E2F1,COX15,0.8
E2F1,COQ2,0.8
E2F1,CNIH4,0.8
E2F1,CLTC,0.8
E2F1,CLDN5,0.8
E2F1,CLASP2,0.8
E2F1,CHST15,0.8
E2F1,CHKA,0.8
E2F1,CETP,0.8
E2F1,CELF1,0.8
E2F1,CEL,0.8
E2F1,CECR1,0.8
E2F1,CDKN2C,0.8
E2F1,CDKN2A,0.8
E2F1,CDH5,0.8
E2F1,CDH20,0.8
E2F1,CDCA3,0.8
E2F1,CD74,0.8
E2F1,CD72,0.8
E2F1,CD6,0.8
E2F1,CD320,0.8
E2F1,CCT8,0.8
E2F1,CCL17,0.8
E2F1,ABCA1,0.8
E2F1,CCDC7,0.8
E2F1,CBLN1,0.8
E2F1,CASR,0.8
E2F1,CASP10,0.8
E2F1,CARHSP1,0.8
E2F1,CALR,0.8
E2F1,CALM1,0.8
E2F1,C1orf123,0.8
E2F1,C1S,0.8
E2F1,C16orf62,0.8
E2F1,C11orf71,0.8
E2F1,BTRC,0.8
E2F1,BTN3A3,0.8
E2F1,BTG4,0.8
E2F1,BTBD7,0.8
E2F1,BMP8B,0.8
E2F1,BLVRA,0.8
E2F1,BIK,0.8
E2F1,BECN1,0.8
E2F1,BEAN1,0.8
E2F1,BDH1,0.8
E2F1,BCL10,0.8
E2F1,B9D1,0.8
E2F1,ATP6V1E1,0.8
E2F1,ATP6V0B,0.8
E2F1,ASCC2,0.8
E2F1,ARPC5L,0.8
E2F1,ARNT,0.8
E2F1,ARMC8,0.8
E2F1,ARC,0.8
E2F1,APP,0.8
E2F1,APLP1,0.8
E2F1,APAF1,0.8
E2F1,RB1,0.8
E2F1,CDK2,0.8
E2F1,CCNA2,0.8
E2F1,CCNA1,0.8
E2F1,AARS,0.8
E2F1,AASDHPPT,0.8
E2F2,CDK2,0.8
E2F2,RB1,0.8
E2F2,BRD2,0.8
E2F2,DCTN3,0.8
E2F2,DOCK9,0.8
E2F2,ERH,0.8
E2F2,H2AFZ,0.8
E2F2,IGFBP3,0.8
E2F2,MPPED2,0.8
E2F2,N4BP2L1,0.8
E2F2,PRRG3,0.8
E2F2,RAD51,0.8
E2F2,SALL1,0.8
E2F2,SCN8A,0.8
E2F2,WRAP73,0.8
E2F2,ACSL1,0.8
E2F2,ACTR6,0.8
E2F2,ADD3,0.8
E2F2,AGPAT4,0.8
E2F2,AMPD3,0.8
E2F2,AOC2,0.8
E2F2,AOC3,0.8
E2F2,ARID3B,0.8
E2F2,ARL6IP5,0.8
E2F2,ARMC4,0.8
E2F2,ASB9,0.8
E2F2,BECN1,0.8
E2F2,BIK,0.8
E2F2,BLVRA,0.8
E2F2,BTBD7,0.8
E2F2,C16orf62,0.8
E2F2,C1S,0.8
E2F2,C1orf123,0.8
E2F2,CASR,0.8
E2F2,CBLN1,0.8
E2F2,CCDC33,0.8
E2F2,CCNE1,0.8
E2F2,CCNE2,0.8
E2F2,CCP110,0.8
E2F2,CD320,0.8
E2F2,CDC45,0.8
E2F2,CDCA3,0.8
E2F2,CDKN2C,0.8
E2F2,CELF1,0.8
E2F2,CLASP2,0.8
E2F2,CLIP1,0.8
E2F2,CLTC,0.8
E2F2,DCAF7,0.8
E2F2,DCLK1,0.8
E2F2,1-Dec,0.8
E2F2,DNAAF2,0.8
E2F2,DPF2,0.8
E2F2,DPH5,0.8
E2F2,DYNC2H1,0.8
E2F2,EIF3A,0.8
E2F2,ELOVL6,0.8
E2F2,ENAH,0.8
E2F2,EPM2A,0.8
E2F2,EXT2,0.8
E2F2,GATA3,0.8
E2F2,GCHFR,0.8
E2F2,GIF,0.8
E2F2,GNAS,0.8
E2F2,GRIA4,0.8
E2F2,GTF2E1,0.8
E2F2,HESX1,0.8
E2F2,HIST1H2BL,0.8
E2F2,IQCK,0.8
E2F2,KCNC4,0.8
E2F2,KIAA0586,0.8
E2F2,LBR,0.8
E2F2,LOC51145,0.8
E2F2,LPGAT1,0.8
E2F2,LRP3,0.8
E2F2,MAPRE1,0.8
E2F2,MBD5,0.8
E2F2,MED17,0.8
E2F2,MFSD10,0.8
E2F2,MOB3B,0.8
E2F2,MOSPD3,0.8
E2F2,MPST,0.8
E2F2,MRPL3,0.8
E2F2,MUT,0.8
E2F2,MXI1,0.8
E2F2,MYL12A,0.8
E2F2,N4BP1,0.8
E2F2,NAIP,0.8
E2F2,NDUFA7,0.8
E2F2,NDUFAB1,0.8
E2F2,NEK2,0.8
E2F2,NIP7,0.8
E2F2,NOL9,0.8
E2F2,NOP14,0.8
E2F2,NPEPL1,0.8
E2F2,NT5DC3,0.8
E2F2,OAS2,0.8
E2F2,OAT,0.8
E2F2,P2RY2,0.8
E2F2,PALB2,0.8
E2F2,PAPPA,0.8
E2F2,PCOLCE,0.8
E2F2,PDC,0.8
E2F2,PEF1,0.8
E2F2,PFDN5,0.8
E2F2,PHLDB1,0.8
E2F2,PIK3R5,0.8
E2F2,PITX2,0.8
E2F2,PLAU,0.8
E2F2,PLAUR,0.8
E2F2,POLE2,0.8
E2F2,PRDM1,0.8
E2F2,PRKACA,0.8
E2F2,PTGS2,0.8
E2F2,RAP1GAP,0.8
E2F2,RDH16,0.8
E2F2,RPS6KB1,0.8
E2F2,RTN4,0.8
E2F2,RTP4,0.8
E2F2,SCML1,0.8
E2F2,SCYL2,0.8
E2F2,SERPINE1,0.8
E2F2,SLC15A1,0.8
E2F2,SLC2A3,0.8
E2F2,SNTB2,0.8
E2F2,SSFA2,0.8
E2F2,SSR4,0.8
E2F2,SSTR1,0.8
E2F2,ST6GAL1,0.8
E2F2,STXBP1,0.8
E2F2,STXBP5L,0.8
E2F2,SUZ12,0.8
E2F2,TAF11,0.8
E2F2,TAF1C,0.8
E2F2,TAF5L,0.8
E2F2,TGFB2,0.8
E2F2,TH,0.8
E2F2,TMUB2,0.8
E2F2,TNFRSF10D,0.8
E2F2,TNS3,0.8
E2F2,TP73,0.8
E2F2,TRMT12,0.8
E2F2,TRPM2,0.8
E2F2,TUBA4A,0.8
E2F2,UBP1,0.8
E2F2,USP1,0.8
E2F2,UTRN,0.8
E2F2,VPS11,0.8
E2F2,VPS4A,0.8
E2F2,YIPF1,0.8
E2F2,ZCCHC8,0.8
E2F2,ZFC3H1,0.8
E2F2,ZNF292,0.8
E2F2,ZNF614,0.8
E2F2,CCNA1,0.8
E2F2,CCNA2,0.8
E2F3,BECN1,0.8
E2F3,CCNE1,0.8
E2F3,CCNE2,0.8
E2F3,CDC45,0.8
E2F3,PLAU,0.8
E2F3,PLAUR,0.8
E2F3,CCNA1,0.8
E2F3,CCNA2,0.8
E2F3,CDK2,0.8
E2F3,RB1,0.8
E2F3,SERPINE1,0.8
E2F3,SUZ12,0.8
E2F3,TP73,0.8
E2F4,TBL2,0.8
E2F4,TEAD4,0.8
E2F4,TERT,0.8
E2F4,TFAM,0.8
E2F4,TFAP2C,0.8
E2F4,TFRC,0.8
E2F4,THOP1,0.8
E2F4,TK1,0.8
E2F4,TOP1,0.8
E2F4,TOP2A,0.8
E2F4,TP53,0.8
E2F4,TP73,0.8
E2F4,TRAF2,0.8
E2F4,TRIB3,0.8
E2F4,TSNAX,0.8
E2F4,TTK,0.8
E2F4,TYMS,0.8
E2F4,UMPS,0.8
E2F4,USP25,0.8
E2F4,VCP,0.8
E2F4,VHL,0.8
E2F4,VPS4A,0.8
E2F4,WEE1,0.8
E2F4,XRCC2,0.8
E2F4,YWHAH,0.8
E2F4,ZFP36L1,0.8
E2F4,ZNF224,0.8
E2F4,ZNF267,0.8
E2F4,ABCA1,0.8
E2F4,ABCG1,0.8
E2F4,ACTA1,0.8
E2F4,ACTR5,0.8
E2F4,ADARB1,0.8
E2F4,AKR7A2,0.8
E2F4,ALDH5A1,0.8
E2F4,APRT,0.8
E2F4,ARHGDIG,0.8
E2F4,ATM,0.8
E2F4,ATN1,0.8
E2F4,AURKB,0.8
E2F4,BARD1,0.8
E2F4,BCL11A,0.8
E2F4,BECN1,0.8
E2F4,BIRC5,0.8
E2F4,BRCA1,0.8
E2F4,BUB3,0.8
E2F4,CALB2,0.8
E2F4,CALM1,0.8
E2F4,CALR,0.8
E2F4,CAV1,0.8
E2F4,CBS,0.8
E2F4,CCNA2,0.8
E2F4,CCND1,0.8
E2F4,CDC37L1,0.8
E2F4,CDC45,0.8
E2F4,CDH13,0.8
E2F4,CDK1,0.8
E2F4,CDK2,0.8
E2F4,RBL1,0.8
E2F4,RBL2,0.8
E2F4,SMAD2,0.8
E2F4,SMAD3,0.8
E2F4,SMAD4,0.8
E2F4,SLC25A14,0.8
E2F4,SLC3A2,0.8
E2F4,SLC44A4,0.8
E2F4,SLC6A3,0.8
E2F4,SLCO4A1,0.8
E2F4,SMARCA4,0.8
E2F4,SMARCB1,0.8
E2F4,SMC2,0.8
E2F4,SP1,0.8
E2F4,SPN,0.8
E2F4,SPO11,0.8
E2F4,SRRM2,0.8
E2F4,SRSF8,0.8
E2F4,SS18L1,0.8
E2F4,STAM,0.8
E2F4,SUPT4H1,0.8
E2F4,SUZ12,0.8
E2F4,SYNGR1,0.8
E2F4,RPS8,0.8
E2F4,RRM1,0.8
E2F4,S100A6,0.8
E2F4,SFPQ,0.8
E2F4,SH3BGR,0.8
E2F4,SIRPA,0.8
E2F4,SKP1,0.8
E2F4,SLC10A3,0.8
E2F4,SLC25A4,0.8
E2F4,CENPE,0.8
E2F4,CHEK1,0.8
E2F4,CIB2,0.8
E2F4,CKS1B,0.8
E2F4,CKS2,0.8
E2F4,COL4A1,0.8
E2F4,COL4A2,0.8
E2F4,COX7C,0.8
E2F4,CSE1L,0.8
E2F4,CSF1,0.8
E2F4,CSTF1,0.8
E2F4,CTH,0.8
E2F4,CUTC,0.8
E2F4,CYP1B1,0.8
E2F4,DBF4,0.8
E2F4,BACH1,0.8
E2F4,BRD2,0.8
E2F4,CBX5,0.8
E2F4,CDC25A,0.8
E2F4,CDC6,0.8
E2F4,CREG1,0.8
E2F4,DLEU1,0.8
E2F4,E2F3,0.8
E2F4,FAM173A,0.8
E2F4,FPGT,0.8
E2F4,GINS1,0.8
E2F4,GLUD1,0.8
E2F4,H2AFZ,0.8
E2F4,HNRNPD,0.8
E2F4,KDM6A,0.8
E2F4,KRT19,0.8
E2F4,MAP3K7,0.8
E2F4,MCM3,0.8
E2F4,MCM5,0.8
E2F4,MCM6,0.8
E2F4,METTL3,0.8
E2F4,MYC,0.8
E2F4,MYCN,0.8
E2F4,PCNA,0.8
E2F4,POLA2,0.8
E2F4,POLD2,0.8
E2F4,RAD51,0.8
E2F4,RB1,0.8
E2F4,RBL1,0.8
E2F4,RPS6,0.8
E2F4,SAYSD1,0.8
E2F4,SMC4,0.8
E2F4,STMN1,0.8
E2F4,SUV39H1,0.8
E2F4,TMPO,0.8
E2F4,UNG,0.8
E2F4,DECR2,0.8
E2F4,DHFR,0.8
E2F4,DMRT1,0.8
E2F4,DPP4,0.8
E2F4,DRG1,0.8
E2F4,DUT,0.8
E2F4,E2F2,0.8
E2F4,EGR4,0.8
E2F4,EIF2B2,0.8
E2F4,EIF4H,0.8
E2F4,EXOSC9,0.8
E2F4,F3,0.8
E2F4,FANCC,0.8
E2F4,FDFT1,0.8
E2F4,FEN1,0.8
E2F4,FGF7,0.8
E2F4,FST,0.8
E2F4,G6PD,0.8
E2F4,GABPA,0.8
E2F4,GABRA5,0.8
E2F4,GADD45A,0.8
E2F4,GNAS,0.8
E2F4,GYPC,0.8
E2F4,HIST2H2BE,0.8
E2F4,HLTF,0.8
E2F4,HMGB1,0.8
E2F4,HMGB3,0.8
E2F4,HMGN2,0.8
E2F4,HMMR,0.8
E2F4,HNF4A,0.8
E2F4,HPGD,0.8
E2F4,HRH3,0.8
E2F4,HSPD1,0.8
E2F4,HTRA1,0.8
E2F4,ID3,0.8
E2F4,IFNAR2,0.8
E2F4,IL2RA,0.8
E2F4,INSIG1,0.8
E2F4,ITGB3BP,0.8
E2F4,JUN,0.8
E2F4,KHDRBS1,0.8
E2F4,KIF22,0.8
E2F4,KIF4A,0.8
E2F4,KLF10,0.8
E2F4,KLHL21,0.8
E2F4,KLK3,0.8
E2F4,LGALS1,0.8
E2F4,LIME1,0.8
E2F4,MAD2L1,0.8
E2F4,MAPRE1,0.8
E2F4,MBP,0.8
E2F4,MKI67,0.8
E2F4,MLH1,0.8
E2F4,MRPL12,0.8
E2F4,MSH2,0.8
E2F4,MT3,0.8
E2F4,MTHFD1,0.8
E2F4,MYT1,0.8
E2F4,NAP1L4,0.8
E2F4,NCL,0.8
E2F4,NCR2,0.8
E2F4,NDC80,0.8
E2F4,NEK2,0.8
E2F4,NFE2L1,0.8
E2F4,NFKB2,0.8
E2F4,NFYA,0.8
E2F4,NKTR,0.8
E2F4,NOL3,0.8
E2F4,NXT1,0.8
E2F4,OGFR,0.8
E2F4,ORC1,0.8
E2F4,PARK7,0.8
E2F4,PCNT,0.8
E2F4,PDE9A,0.8
E2F4,PDXK,0.8
E2F4,PIGQ,0.8
E2F4,PIM2,0.8
E2F4,PKN2,0.8
E2F4,PLCG1,0.8
E2F4,PLK1,0.8
E2F4,PLSCR1,0.8
E2F4,PLSCR4,0.8
